Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.9045        -328.1543    -330.1978       2.0435   298.3
0.9050        -328.1556    -330.2874       2.1318   311.2
0.9055        -328.1563    -330.3301       2.1738   317.3
0.9060        -328.1560    -330.3154       2.1594   315.2
0.9065        -328.1547    -330.2482       2.0935   305.6
0.9070        -328.1525    -330.1503       1.9978   291.6
0.9075        -328.1502    -330.0571       1.9069   278.3
0.9080        -328.1488    -330.0046       1.8558   270.9
0.9085        -328.1489    -330.0143       1.8654   272.3
0.9090        -328.1503    -330.0846       1.9343   282.3
0.9095        -328.1522    -330.1942       2.0420   298.1
0.9100        -328.1541    -330.3126       2.1585   315.1
0.9105        -328.1554    -330.4101       2.2547   329.1
0.9110        -328.1558    -330.4657       2.3099   337.2
0.9115        -328.1553    -330.4725       2.3172   338.2
0.9120        -328.1542    -330.4382       2.2840   333.4
0.9125        -328.1528    -330.3807       2.2279   325.2
0.9130        -328.1513    -330.3236       2.1723   317.1
0.9135        -328.1502    -330.2907       2.1405   312.4
0.9140        -328.1500    -330.2988       2.1488   313.7
0.9145        -328.1508    -330.3509       2.2001   321.1
0.9150        -328.1521    -330.4348       2.2827   333.2
0.9155        -328.1536    -330.5292       2.3757   346.8
0.9160        -328.1549    -330.6104       2.4555   358.4
0.9165        -328.1560    -330.6561       2.5001   364.9
0.9170        -328.1564    -330.6496       2.4932   363.9
0.9175        -328.1556    -330.5863       2.4306   354.8
0.9180        -328.1538    -330.4789       2.3251   339.4
0.9185        -328.1515    -330.3569       2.2054   321.9
0.9190        -328.1498    -330.2566       2.1068   307.5
0.9195        -328.1497    -330.2038       2.0541   299.8
0.9200        -328.1508    -330.2022       2.0514   299.4
0.9205        -328.1522    -330.2360       2.0839   304.2
0.9210        -328.1531    -330.2839       2.1308   311.0
0.9215        -328.1538    -330.3294       2.1756   317.6
0.9220        -328.1546    -330.3599       2.2053   321.9
0.9225        -328.1551    -330.3634       2.2082   322.3
0.9230        -328.1549    -330.3311       2.1762   317.7
0.9235        -328.1537    -330.2662       2.1126   308.4
0.9240        -328.1517    -330.1881       2.0364   297.3
0.9245        -328.1499    -330.1268       1.9769   288.6
0.9250        -328.1491    -330.1096       1.9604   286.2
0.9255        -328.1496    -330.1478       1.9982   291.7
0.9260        -328.1510    -330.2340       2.0830   304.1
0.9265        -328.1526    -330.3469       2.1943   320.3
0.9270        -328.1543    -330.4598       2.3055   336.5
0.9275        -328.1557    -330.5455       2.3898   348.8
0.9280        -328.1563    -330.5827       2.4264   354.2
0.9285        -328.1559    -330.5624       2.4064   351.3
0.9290        -328.1545    -330.4921       2.3376   341.2
0.9295        -328.1523    -330.3959       2.2436   327.5
0.9300        -328.1500    -330.3091       2.1590   315.2
0.9305        -328.1490    -330.2662       2.1173   309.1
0.9310        -328.1497    -330.2837       2.1339   311.5
0.9315        -328.1519    -330.3495       2.1976   320.8
0.9320        -328.1541    -330.4307       2.2766   332.3
0.9325        -328.1553    -330.4919       2.3366   341.1
0.9330        -328.1555    -330.5121       2.3566   344.0
0.9335        -328.1549    -330.4869       2.3320   340.4
0.9340        -328.1538    -330.4256       2.2717   331.6
0.9345        -328.1524    -330.3454       2.1929   320.1
0.9350        -328.1510    -330.2692       2.1182   309.2
0.9355        -328.1501    -330.2197       2.0696   302.1
0.9360        -328.1501    -330.2114       2.0613   300.9
0.9365        -328.1510    -330.2441       2.0931   305.5
0.9370        -328.1523    -330.3042       2.1519   314.1
0.9375        -328.1533    -330.3721       2.2188   323.9
0.9380        -328.1541    -330.4305       2.2764   332.3
0.9385        -328.1545    -330.4675       2.3130   337.6
0.9390        -328.1544    -330.4773       2.3229   339.1
0.9395        -328.1540    -330.4609       2.3068   336.7
0.9400        -328.1535    -330.4244       2.2709   331.5
0.9405        -328.1528    -330.3769       2.2241   324.6
0.9410        -328.1519    -330.3296       2.1777   317.9
0.9415        -328.1512    -330.2957       2.1445   313.0
0.9420        -328.1509    -330.2863       2.1354   311.7
0.9425        -328.1515    -330.3044       2.1529   314.3
0.9430        -328.1525    -330.3412       2.1887   319.5
0.9435        -328.1534    -330.3816       2.2282   325.2
0.9440        -328.1539    -330.4112       2.2573   329.5
0.9445        -328.1540    -330.4213       2.2672   330.9
0.9450        -328.1537    -330.4095       2.2558   329.3
0.9455        -328.1531    -330.3809       2.2278   325.2
0.9460        -328.1525    -330.3454       2.1930   320.1
0.9465        -328.1521    -330.3135       2.1613   315.5
0.9470        -328.1521    -330.2908       2.1387   312.2
0.9475        -328.1520    -330.2791       2.1271   310.5
0.9480        -328.1515    -330.2814       2.1300   310.9
0.9485        -328.1508    -330.3062       2.1554   314.6
0.9490        -328.1509    -330.3620       2.2111   322.8
0.9495        -328.1524    -330.4449       2.2925   334.6
0.9500        -328.1546    -330.5315       2.3770   347.0
0.9505        -328.1562    -330.5882       2.4319   355.0
0.9510        -328.1564    -330.5886       2.4322   355.0
0.9515        -328.1550    -330.5295       2.3745   346.6
0.9520        -328.1527    -330.4316       2.2790   332.7
0.9525        -328.1503    -330.3313       2.1810   318.4
0.9530        -328.1489    -330.2654       2.1165   308.9
0.9535        -328.1491    -330.2552       2.1061   307.4
0.9540        -328.1508    -330.2977       2.1469   313.4
0.9545        -328.1530    -330.3678       2.2148   323.3
0.9550        -328.1550    -330.4308       2.2758   332.2
0.9555        -328.1561    -330.4557       2.2996   335.7
0.9560        -328.1560    -330.4253       2.2692   331.2
0.9565        -328.1548    -330.3407       2.1859   319.1
0.9570        -328.1527    -330.2224       2.0697   302.1
0.9575        -328.1504    -330.1041       1.9537   285.2
0.9580        -328.1489    -330.0216       1.8727   273.3
0.9585        -328.1488    -329.9985       1.8498   270.0
0.9590        -328.1499    -330.0375       1.8875   275.5
0.9595        -328.1516    -330.1209       1.9692   287.4
0.9600        -328.1532    -330.2218       2.0687   302.0
0.9605        -328.1543    -330.3148       2.1606   315.4
0.9610        -328.1549    -330.3811       2.2262   325.0
0.9615        -328.1550    -330.4098       2.2548   329.1
0.9620        -328.1544    -330.3995       2.2451   327.7
0.9625        -328.1533    -330.3594       2.2062   322.0
0.9630        -328.1518    -330.3085       2.1566   314.8
0.9635        -328.1505    -330.2695       2.1189   309.3
0.9640        -328.1500    -330.2625       2.1126   308.4
0.9645        -328.1505    -330.2963       2.1457   313.2
0.9650        -328.1523    -330.3613       2.2090   322.4
0.9655        -328.1546    -330.4305       2.2759   332.2
0.9660        -328.1563    -330.4690       2.3127   337.6
0.9665        -328.1564    -330.4520       2.2956   335.1
0.9670        -328.1549    -330.3786       2.2237   324.6
0.9675        -328.1526    -330.2723       2.1197   309.4
0.9680        -328.1509    -330.1676       2.0167   294.4
0.9685        -328.1505    -330.0905       1.9400   283.2
0.9690        -328.1513    -330.0475       1.8962   276.8
0.9695        -328.1522    -330.0281       1.8759   273.8
0.9700        -328.1527    -330.0178       1.8650   272.2
0.9705        -328.1525    -330.0084       1.8559   270.9
0.9710        -328.1520    -330.0018       1.8497   270.0
0.9715        -328.1518    -330.0041       1.8523   270.4
0.9720        -328.1520    -330.0187       1.8667   272.5
0.9725        -328.1526    -330.0417       1.8891   275.7
0.9730        -328.1532    -330.0636       1.9104   278.9
0.9735        -328.1533    -330.0757       1.9224   280.6
0.9740        -328.1530    -330.0756       1.9226   280.6
0.9745        -328.1524    -330.0682       1.9158   279.6
0.9750        -328.1516    -330.0640       1.9124   279.2
0.9755        -328.1510    -330.0758       1.9248   281.0
0.9760        -328.1509    -330.1134       1.9625   286.5
0.9765        -328.1516    -330.1782       2.0265   295.8
0.9770        -328.1528    -330.2603       2.1075   307.6
0.9775        -328.1539    -330.3423       2.1883   319.4
0.9780        -328.1545    -330.4065       2.2520   328.7
0.9785        -328.1543    -330.4440       2.2897   334.2
0.9790        -328.1537    -330.4570       2.3034   336.2
0.9795        -328.1531    -330.4541       2.3010   335.9
0.9800        -328.1528    -330.4434       2.2906   334.4
0.9805        -328.1527    -330.4294       2.2767   332.3
0.9810        -328.1525    -330.4143       2.2617   330.1
0.9815        -328.1522    -330.4011       2.2490   328.3
0.9820        -328.1519    -330.3950       2.2431   327.4
0.9825        -328.1520    -330.3998       2.2478   328.1
0.9830        -328.1526    -330.4138       2.2612   330.1
0.9835        -328.1536    -330.4276       2.2740   331.9
0.9840        -328.1543    -330.4269       2.2726   331.7
0.9845        -328.1542    -330.4017       2.2474   328.1
0.9850        -328.1533    -330.3537       2.2004   321.2
0.9855        -328.1518    -330.2985       2.1467   313.3
0.9860        -328.1508    -330.2579       2.1071   307.6
0.9865        -328.1506    -330.2482       2.0976   306.2
0.9870        -328.1512    -330.2726       2.1214   309.7
0.9875        -328.1522    -330.3225       2.1703   316.8
0.9880        -328.1533    -330.3817       2.2284   325.3
0.9885        -328.1542    -330.4329       2.2787   332.6
0.9890        -328.1543    -330.4631       2.3087   337.0
0.9895        -328.1538    -330.4697       2.3160   338.1
0.9900        -328.1529    -330.4615       2.3086   337.0
0.9905        -328.1522    -330.4515       2.2993   335.6
0.9910        -328.1521    -330.4495       2.2975   335.4
0.9915        -328.1523    -330.4579       2.3056   336.5
0.9920        -328.1527    -330.4730       2.3202   338.7
0.9925        -328.1532    -330.4883       2.3351   340.8
0.9930        -328.1536    -330.4965       2.3430   342.0
0.9935        -328.1535    -330.4929       2.3393   341.5
0.9940        -328.1532    -330.4779       2.3248   339.3
0.9945        -328.1528    -330.4576       2.3048   336.4
0.9950        -328.1529    -330.4372       2.2844   333.4
0.9955        -328.1533    -330.4163       2.2630   330.3
0.9960        -328.1537    -330.3884       2.2348   326.2
0.9965        -328.1535    -330.3484       2.1950   320.4
0.9970        -328.1527    -330.2993       2.1466   313.3
0.9975        -328.1520    -330.2514       2.0994   306.4
0.9980        -328.1517    -330.2151       2.0634   301.2
0.9985        -328.1520    -330.1944       2.0424   298.1
0.9990        -328.1526    -330.1848       2.0323   296.7
0.9995        -328.1529    -330.1778       2.0249   295.6
1.0000        -328.1528    -330.1673       2.0144   294.0
